Sentence Code,To Annotate,Proposed Polarity,GPT
G00Q148[1].,"""Vayase cada uno donde quisiere, que yá tengo yo possada, y cena en casa de un Vasallo, el unico que he encontrado en este Lugar, porque yo soy Rey de racionales, no de brutos.”",positive,No
G00Q148[2].,"""Vayase cada uno donde quisiere, que yá tengo yo possada, y cena en casa de un Vasallo, el unico que he encontrado en este Lugar, porque yo soy Rey de racionales, no de brutos.”",neutral,Yes
G00Q148[3].,"""Vayase cada uno donde quisiere, que yá tengo yo possada, y cena en casa de un Vasallo, el unico que he encontrado en este Lugar, porque yo soy Rey de racionales, no de brutos.”",negative,No
G00Q149[1].,"Ahora bien, yo no pretendo llevar las cosas al extremo.",positive,No
G00Q149[2].,"Ahora bien, yo no pretendo llevar las cosas al extremo.",neutral,Yes
G00Q149[3].,"Ahora bien, yo no pretendo llevar las cosas al extremo.",negative,No
G00Q150[1].,"Que vivan contentos, y felices todos los hombres en la tierra, es empressa, à que no se ha atrevido, ni Jupiter, ni yo.",positive,No
G00Q150[2].,"Que vivan contentos, y felices todos los hombres en la tierra, es empressa, à que no se ha atrevido, ni Jupiter, ni yo.",neutral,Yes
G00Q150[3].,"Que vivan contentos, y felices todos los hombres en la tierra, es empressa, à que no se ha atrevido, ni Jupiter, ni yo.",negative,No
G00Q151[1].,"Si hablo mucho, si con todos me rio, si me burlo de éste, si al descuido le doy un capirote à aquel, soy malo, soy perverso, soy demasiado astuto.",positive,No
G00Q151[2].,"Si hablo mucho, si con todos me rio, si me burlo de éste, si al descuido le doy un capirote à aquel, soy malo, soy perverso, soy demasiado astuto.",neutral,Yes
G00Q151[3].,"Si hablo mucho, si con todos me rio, si me burlo de éste, si al descuido le doy un capirote à aquel, soy malo, soy perverso, soy demasiado astuto.",negative,No
G00Q152[1].,¡què mal lo conoce V. M.!,positive,No
G00Q152[2].,¡què mal lo conoce V. M.!,neutral,Yes
G00Q152[3].,¡què mal lo conoce V. M.!,negative,No
G00Q153[1].,"Añada Vm. à esto, que tenia una porcion de defectos capitales, por los quales debia ser excluìdo de la Cofradìa; pues ni cantaba, ni tocaba instrumento alguno, ni sabìa mentir, ni engañar, ni murmurar, ni dissimular.",positive,No
G00Q153[2].,"Añada Vm. à esto, que tenia una porcion de defectos capitales, por los quales debia ser excluìdo de la Cofradìa; pues ni cantaba, ni tocaba instrumento alguno, ni sabìa mentir, ni engañar, ni murmurar, ni dissimular.",neutral,Yes
G00Q153[3].,"Añada Vm. à esto, que tenia una porcion de defectos capitales, por los quales debia ser excluìdo de la Cofradìa; pues ni cantaba, ni tocaba instrumento alguno, ni sabìa mentir, ni engañar, ni murmurar, ni dissimular.",negative,No
G00Q154[1].,"Yo sè que su caracter es de amar, y desear lo justo; y desde luego, para que Vms. queden mas satisfechas, le escribirè, à fin de que ataque los vicios en su raíz, y piense sobre la educacion de los hombres, como que de ella se origina toda la corrupcion de la sociedad.",positive,No
G00Q154[2].,"Yo sè que su caracter es de amar, y desear lo justo; y desde luego, para que Vms. queden mas satisfechas, le escribirè, à fin de que ataque los vicios en su raíz, y piense sobre la educacion de los hombres, como que de ella se origina toda la corrupcion de la sociedad.",neutral,Yes
G00Q154[3].,"Yo sè que su caracter es de amar, y desear lo justo; y desde luego, para que Vms. queden mas satisfechas, le escribirè, à fin de que ataque los vicios en su raíz, y piense sobre la educacion de los hombres, como que de ella se origina toda la corrupcion de la sociedad.",negative,No
G00Q155[1].,"Amigo mio, es defecto de historia pensar de este modo: desde los Griegos hay memoria de pendientes, de rizos, de calzados, de adornos, de faustos, de viandas regaladas.",positive,No
G00Q155[2].,"Amigo mio, es defecto de historia pensar de este modo: desde los Griegos hay memoria de pendientes, de rizos, de calzados, de adornos, de faustos, de viandas regaladas.",neutral,Yes
G00Q155[3].,"Amigo mio, es defecto de historia pensar de este modo: desde los Griegos hay memoria de pendientes, de rizos, de calzados, de adornos, de faustos, de viandas regaladas.",negative,No
G00Q156[1].,"Le hago patente que si por razon del fiambre me lleva algo mas de lo lícito, se mama una usurita corriente nacida del mutuo virtual y paliado.",positive,No
G00Q156[2].,"Le hago patente que si por razon del fiambre me lleva algo mas de lo lícito, se mama una usurita corriente nacida del mutuo virtual y paliado.",neutral,Yes
G00Q156[3].,"Le hago patente que si por razon del fiambre me lleva algo mas de lo lícito, se mama una usurita corriente nacida del mutuo virtual y paliado.",negative,No
G00Q157[1].,"No señor: dice tambien, que Dios manda en el Deuteronomio : que á la muger esclava se le rada la cabeza, las cejas y todos los cabellos; que se le hayan de cortar las uñas, y que así será lícito tenerla en matrimonio.",positive,No
G00Q157[2].,"No señor: dice tambien, que Dios manda en el Deuteronomio : que á la muger esclava se le rada la cabeza, las cejas y todos los cabellos; que se le hayan de cortar las uñas, y que así será lícito tenerla en matrimonio.",neutral,Yes
G00Q157[3].,"No señor: dice tambien, que Dios manda en el Deuteronomio : que á la muger esclava se le rada la cabeza, las cejas y todos los cabellos; que se le hayan de cortar las uñas, y que así será lícito tenerla en matrimonio.",negative,No
G00Q158[1].,"Por vida de: pero tate, Que lo que urge por ahora Es dexar la mar en leche, Por si me quiero hacer sopas.",positive,No
G00Q158[2].,"Por vida de: pero tate, Que lo que urge por ahora Es dexar la mar en leche, Por si me quiero hacer sopas.",neutral,Yes
G00Q158[3].,"Por vida de: pero tate, Que lo que urge por ahora Es dexar la mar en leche, Por si me quiero hacer sopas.",negative,No
G00Q159[1].,"Mi edad es entre merced, y señoría, lo que basta para dár consejos acertados, sin que sea preciso escucharlos con disgusto: mi inclinacion es la libertad de una vida, sin la sujecion penosa del matrimonio, ni la esclavitud penosa de un encierro",positive,No
G00Q159[2].,"Mi edad es entre merced, y señoría, lo que basta para dár consejos acertados, sin que sea preciso escucharlos con disgusto: mi inclinacion es la libertad de una vida, sin la sujecion penosa del matrimonio, ni la esclavitud penosa de un encierro",neutral,Yes
G00Q159[3].,"Mi edad es entre merced, y señoría, lo que basta para dár consejos acertados, sin que sea preciso escucharlos con disgusto: mi inclinacion es la libertad de una vida, sin la sujecion penosa del matrimonio, ni la esclavitud penosa de un encierro",negative,No
G00Q160[1].,"el ánimo, que ha de ser grande, nunca es pequeño",positive,No
G00Q160[2].,"el ánimo, que ha de ser grande, nunca es pequeño",neutral,Yes
G00Q160[3].,"el ánimo, que ha de ser grande, nunca es pequeño",negative,No
G00Q161[1].,"Grande es este golpe, no lo niego; pero mayor es el de aquellos, que por descuido, ò ignorancia dieron causa suficiente á este daño.",positive,No
G00Q161[2].,"Grande es este golpe, no lo niego; pero mayor es el de aquellos, que por descuido, ò ignorancia dieron causa suficiente á este daño.",neutral,Yes
G00Q161[3].,"Grande es este golpe, no lo niego; pero mayor es el de aquellos, que por descuido, ò ignorancia dieron causa suficiente á este daño.",negative,No
G00Q162[1].,"Tan flaca, y consumida, que parecía retrato de la misma necesidad.",positive,No
G00Q162[2].,"Tan flaca, y consumida, que parecía retrato de la misma necesidad.",neutral,Yes
G00Q162[3].,"Tan flaca, y consumida, que parecía retrato de la misma necesidad.",negative,No
G00Q163[1].,"¿qué otro empleo la dán mas, que obligarla à celebrar unos hombres, que por viles, ò murieron entre las fatigas de un lazo, ò à las iras crueles de una venganza?",positive,No
G00Q163[2].,"¿qué otro empleo la dán mas, que obligarla à celebrar unos hombres, que por viles, ò murieron entre las fatigas de un lazo, ò à las iras crueles de una venganza?",neutral,Yes
G00Q163[3].,"¿qué otro empleo la dán mas, que obligarla à celebrar unos hombres, que por viles, ò murieron entre las fatigas de un lazo, ò à las iras crueles de una venganza?",negative,No
G00Q164[1].,"Ni tantos ancianos, que en la mas estrecha angustia de la escaséz, buscan el pan con el doble sudor de su rostro, sudan en adquirirle mendigando, y sudan con la vergüenza de haberle de procurar pidiendo.",positive,No
G00Q164[2].,"Ni tantos ancianos, que en la mas estrecha angustia de la escaséz, buscan el pan con el doble sudor de su rostro, sudan en adquirirle mendigando, y sudan con la vergüenza de haberle de procurar pidiendo.",neutral,Yes
G00Q164[3].,"Ni tantos ancianos, que en la mas estrecha angustia de la escaséz, buscan el pan con el doble sudor de su rostro, sudan en adquirirle mendigando, y sudan con la vergüenza de haberle de procurar pidiendo.",negative,No
G00Q165[1].,"Pero será dichoso, y feliz en su estado: no poseerá abundancias, ni se verá lisonjeado;",positive,No
G00Q165[2].,"Pero será dichoso, y feliz en su estado: no poseerá abundancias, ni se verá lisonjeado;",neutral,Yes
G00Q165[3].,"Pero será dichoso, y feliz en su estado: no poseerá abundancias, ni se verá lisonjeado;",negative,No
G00Q166[1].,"No està en esto la gracia, sino es que apenas se vió correspondido, se ausentó de casa, y se fue con sus engaños à otra parte, quedandonos à la Luna de Valencia, sin uno, y sin otro, y la niña tan apesadumbrada, que por poco la pobrecita se muere: estuvo muy mala.",positive,No
G00Q166[2].,"No està en esto la gracia, sino es que apenas se vió correspondido, se ausentó de casa, y se fue con sus engaños à otra parte, quedandonos à la Luna de Valencia, sin uno, y sin otro, y la niña tan apesadumbrada, que por poco la pobrecita se muere: estuvo muy mala.",neutral,Yes
G00Q166[3].,"No està en esto la gracia, sino es que apenas se vió correspondido, se ausentó de casa, y se fue con sus engaños à otra parte, quedandonos à la Luna de Valencia, sin uno, y sin otro, y la niña tan apesadumbrada, que por poco la pobrecita se muere: estuvo muy mala.",negative,No
G00Q167[1].,"Qué contento me hallaba, no obstante mi fatalidad, à el mirar, que si me faltaba la hacienda, la tenìa depositada en aquellos, que tanto se ofrecian, y tan promptos habian ocurrido à mi socorro!",positive,No
G00Q167[2].,"Qué contento me hallaba, no obstante mi fatalidad, à el mirar, que si me faltaba la hacienda, la tenìa depositada en aquellos, que tanto se ofrecian, y tan promptos habian ocurrido à mi socorro!",neutral,Yes
G00Q167[3].,"Qué contento me hallaba, no obstante mi fatalidad, à el mirar, que si me faltaba la hacienda, la tenìa depositada en aquellos, que tanto se ofrecian, y tan promptos habian ocurrido à mi socorro!",negative,No
G00Q168[1].,"porque yo, quando escribo una carta, à excepsion de la fecha, la firma, y el muy señor mio, todo lo demás me cuesta mas gotas de sudor, que si estubiera cabando;",positive,No
G00Q168[2].,"porque yo, quando escribo una carta, à excepsion de la fecha, la firma, y el muy señor mio, todo lo demás me cuesta mas gotas de sudor, que si estubiera cabando;",neutral,Yes
G00Q168[3].,"porque yo, quando escribo una carta, à excepsion de la fecha, la firma, y el muy señor mio, todo lo demás me cuesta mas gotas de sudor, que si estubiera cabando;",negative,No
G00Q169[1].,"Pero hoy no he de irme hasta que venga, por probar si puedo desquitarme.",positive,No
G00Q169[2].,"Pero hoy no he de irme hasta que venga, por probar si puedo desquitarme.",neutral,Yes
G00Q169[3].,"Pero hoy no he de irme hasta que venga, por probar si puedo desquitarme.",negative,No
G00Q170[1].,"¡Quantos Cuervos racionales vivirán hoy hambrientos, porque quisieron llegar â la cumbre donde los colocaba la Lisonja!",positive,No
G00Q170[2].,"¡Quantos Cuervos racionales vivirán hoy hambrientos, porque quisieron llegar â la cumbre donde los colocaba la Lisonja!",neutral,Yes
G00Q170[3].,"¡Quantos Cuervos racionales vivirán hoy hambrientos, porque quisieron llegar â la cumbre donde los colocaba la Lisonja!",negative,No
G00Q171[1].,"¡valgate Dios por nombre, que aún assi engendras sustos, parasismos, y aborrecimiento!",positive,No
G00Q171[2].,"¡valgate Dios por nombre, que aún assi engendras sustos, parasismos, y aborrecimiento!",neutral,Yes
G00Q171[3].,"¡valgate Dios por nombre, que aún assi engendras sustos, parasismos, y aborrecimiento!",negative,No
G00Q172[1].,".¿Pues no há reparado Vm. mi alma (la réplica) à Madama Polonia, que llegò havrá quince dias de Parìs, què manera tan discreta de peynarse, y què bello gusto de Batas que trae?",positive,No
G00Q172[2].,".¿Pues no há reparado Vm. mi alma (la réplica) à Madama Polonia, que llegò havrá quince dias de Parìs, què manera tan discreta de peynarse, y què bello gusto de Batas que trae?",neutral,Yes
G00Q172[3].,".¿Pues no há reparado Vm. mi alma (la réplica) à Madama Polonia, que llegò havrá quince dias de Parìs, què manera tan discreta de peynarse, y què bello gusto de Batas que trae?",negative,No
G00Q173[1].,"Todo esto llevará con paciencia, si su asèo, y prolixa compostura se ordenára â conplacerme; pero es muy â el contrario, porque su merced es Cortejo, y hace tanta vanidad de serlo, que quando està de humor me refiere las gracias de su querida, me pondera sus chistes, y alaba su hermosura: vea Vm. què refresco para quien se halla atabardillada de Zelos.",positive,No
G00Q173[2].,"Todo esto llevará con paciencia, si su asèo, y prolixa compostura se ordenára â conplacerme; pero es muy â el contrario, porque su merced es Cortejo, y hace tanta vanidad de serlo, que quando està de humor me refiere las gracias de su querida, me pondera sus chistes, y alaba su hermosura: vea Vm. què refresco para quien se halla atabardillada de Zelos.",neutral,Yes
G00Q173[3].,"Todo esto llevará con paciencia, si su asèo, y prolixa compostura se ordenára â conplacerme; pero es muy â el contrario, porque su merced es Cortejo, y hace tanta vanidad de serlo, que quando està de humor me refiere las gracias de su querida, me pondera sus chistes, y alaba su hermosura: vea Vm. què refresco para quien se halla atabardillada de Zelos.",negative,No
G00Q174[1].,"Lucio es un ingrato, es un Hombre, que entrega â el olvido los mayores favores, pues en el tiempo de su miseria le socorrì con generosidad, y ahora que yá de nadie necessita, no hace caso de quien tanto le sirviò",positive,No
G00Q174[2].,"Lucio es un ingrato, es un Hombre, que entrega â el olvido los mayores favores, pues en el tiempo de su miseria le socorrì con generosidad, y ahora que yá de nadie necessita, no hace caso de quien tanto le sirviò",neutral,Yes
G00Q174[3].,"Lucio es un ingrato, es un Hombre, que entrega â el olvido los mayores favores, pues en el tiempo de su miseria le socorrì con generosidad, y ahora que yá de nadie necessita, no hace caso de quien tanto le sirviò",negative,No
G00Q175[1].,"Estos son los que dexè notados à el principio, y estos debian, haciendo lo mismo, y desvelandose igualmente por instruírse, evitàr el motivo de su mal fundada quexa.",positive,No
G00Q175[2].,"Estos son los que dexè notados à el principio, y estos debian, haciendo lo mismo, y desvelandose igualmente por instruírse, evitàr el motivo de su mal fundada quexa.",neutral,Yes
G00Q175[3].,"Estos son los que dexè notados à el principio, y estos debian, haciendo lo mismo, y desvelandose igualmente por instruírse, evitàr el motivo de su mal fundada quexa.",negative,No
G00Q176[1].,"Tenía muchissima confianza de mi, como que se hacía cargo de la prenda, que tenìa en Casa.",positive,No
G00Q176[2].,"Tenía muchissima confianza de mi, como que se hacía cargo de la prenda, que tenìa en Casa.",neutral,Yes
G00Q176[3].,"Tenía muchissima confianza de mi, como que se hacía cargo de la prenda, que tenìa en Casa.",negative,No
G00Q200[1].,"Epaminondas no se desdeñaba de mezclarse en las danzas de los muchachos de Thebas, su Patria, ni creía obscurecer con esto la gloria de sus victorias, ni la pureza de sus costumbres.",positive,No
G00Q200[2].,"Epaminondas no se desdeñaba de mezclarse en las danzas de los muchachos de Thebas, su Patria, ni creía obscurecer con esto la gloria de sus victorias, ni la pureza de sus costumbres.",neutral,Yes
G00Q200[3].,"Epaminondas no se desdeñaba de mezclarse en las danzas de los muchachos de Thebas, su Patria, ni creía obscurecer con esto la gloria de sus victorias, ni la pureza de sus costumbres.",negative,No
G00Q177[1].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",positive,No
G00Q177[2].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",neutral,Yes
G00Q177[3].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",negative,No
G00Q179[1].,"Estas fingidas esperanzas, y las importunas ponderaciones de todos los que me trataban, como conquistados de sus regalos, me llevaron voluntariamente â manos de mi mayor desgracia.",positive,No
G00Q179[2].,"Estas fingidas esperanzas, y las importunas ponderaciones de todos los que me trataban, como conquistados de sus regalos, me llevaron voluntariamente â manos de mi mayor desgracia.",neutral,Yes
G00Q179[3].,"Estas fingidas esperanzas, y las importunas ponderaciones de todos los que me trataban, como conquistados de sus regalos, me llevaron voluntariamente â manos de mi mayor desgracia.",negative,No
G00Q180[1].,"Si esto intentàra, sería un disparate: lo que culpo, y condeno como indigno, no es aquel sentimiento discreto, que se forma de los males, regulandole siempre con lo justo, para que no exceda su linea, y passe â ser impaciencia, ô desesperacion: no es este, porque assi es precisso, y honesto;",positive,No
G00Q180[2].,"Si esto intentàra, sería un disparate: lo que culpo, y condeno como indigno, no es aquel sentimiento discreto, que se forma de los males, regulandole siempre con lo justo, para que no exceda su linea, y passe â ser impaciencia, ô desesperacion: no es este, porque assi es precisso, y honesto;",neutral,Yes
G00Q180[3].,"Si esto intentàra, sería un disparate: lo que culpo, y condeno como indigno, no es aquel sentimiento discreto, que se forma de los males, regulandole siempre con lo justo, para que no exceda su linea, y passe â ser impaciencia, ô desesperacion: no es este, porque assi es precisso, y honesto;",negative,No
G00Q181[1].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",positive,No
G00Q181[2].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",neutral,Yes
G00Q181[3].,"En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.",negative,No
G00Q201[1].,"Examinense las Historias de los Egypcios, y de los Hebreos, y se encontrará crecido numero de impostores, que abusando de la débil credulidad de los hombres, se jactaban de curar las enfermedades mas inveteradas, por medio de amuletos, talismanes, adivinaciones, y especificos.",positive,No
G00Q201[2].,"Examinense las Historias de los Egypcios, y de los Hebreos, y se encontrará crecido numero de impostores, que abusando de la débil credulidad de los hombres, se jactaban de curar las enfermedades mas inveteradas, por medio de amuletos, talismanes, adivinaciones, y especificos.",neutral,Yes
G00Q201[3].,"Examinense las Historias de los Egypcios, y de los Hebreos, y se encontrará crecido numero de impostores, que abusando de la débil credulidad de los hombres, se jactaban de curar las enfermedades mas inveteradas, por medio de amuletos, talismanes, adivinaciones, y especificos.",negative,No
G00Q183[1].,"En fin Vm. no estrañe el modo de explicarme, porque realmente estoy loco, no sè lo que me digo: y lo peor es, que aunque lo conozco, no lo puedo remediár",positive,No
G00Q183[2].,"En fin Vm. no estrañe el modo de explicarme, porque realmente estoy loco, no sè lo que me digo: y lo peor es, que aunque lo conozco, no lo puedo remediár",neutral,Yes
G00Q183[3].,"En fin Vm. no estrañe el modo de explicarme, porque realmente estoy loco, no sè lo que me digo: y lo peor es, que aunque lo conozco, no lo puedo remediár",negative,No
G00Q184[1].,"Señora Culta, su Carta es un farrago de los mas despreciables, y en su obscuro contexto se mira la satisfaccion de su duda.",positive,No
G00Q184[2].,"Señora Culta, su Carta es un farrago de los mas despreciables, y en su obscuro contexto se mira la satisfaccion de su duda.",neutral,Yes
G00Q184[3].,"Señora Culta, su Carta es un farrago de los mas despreciables, y en su obscuro contexto se mira la satisfaccion de su duda.",negative,No
G00Q185[1].,"Yo por mi desgracia me hallo Casada con un Curioso tan fino, que por la menor novedad que se le presente, se estará dos dias sin venir â casa, hasta conseguir hallarse informado de sus menores circunstancias, para despues tener assumpto flamante en las Tertulias",positive,No
G00Q185[2].,"Yo por mi desgracia me hallo Casada con un Curioso tan fino, que por la menor novedad que se le presente, se estará dos dias sin venir â casa, hasta conseguir hallarse informado de sus menores circunstancias, para despues tener assumpto flamante en las Tertulias",neutral,Yes
G00Q185[3].,"Yo por mi desgracia me hallo Casada con un Curioso tan fino, que por la menor novedad que se le presente, se estará dos dias sin venir â casa, hasta conseguir hallarse informado de sus menores circunstancias, para despues tener assumpto flamante en las Tertulias",negative,No
G00Q202[1].,"Antes bien, por su modo de pensár se dexa discurrir, que tiene ideádo el contribuir por su parte, al destierro de las mas raras extravagancias y corruptelas, con que los hombres se han empeñado en echar à perder cada dia mas el mundo.",positive,No
G00Q202[2].,"Antes bien, por su modo de pensár se dexa discurrir, que tiene ideádo el contribuir por su parte, al destierro de las mas raras extravagancias y corruptelas, con que los hombres se han empeñado en echar à perder cada dia mas el mundo.",neutral,Yes
G00Q202[3].,"Antes bien, por su modo de pensár se dexa discurrir, que tiene ideádo el contribuir por su parte, al destierro de las mas raras extravagancias y corruptelas, con que los hombres se han empeñado en echar à perder cada dia mas el mundo.",negative,No
G00Q203[1].,"Llega á tanto nuestra estoildéz, que pasa los limites de lo racional, pues nos dexamos regir de la vanidad, monstruo tan poco escrupuloso, que vive contento en las lobreguezes, siendo solamente éco que resuena, afan de desperdicios, tarea de inutilidades, tela de Arachne, y finalmente, carencia de un todo.",positive,No
G00Q203[2].,"Llega á tanto nuestra estoildéz, que pasa los limites de lo racional, pues nos dexamos regir de la vanidad, monstruo tan poco escrupuloso, que vive contento en las lobreguezes, siendo solamente éco que resuena, afan de desperdicios, tarea de inutilidades, tela de Arachne, y finalmente, carencia de un todo.",neutral,Yes
G00Q203[3].,"Llega á tanto nuestra estoildéz, que pasa los limites de lo racional, pues nos dexamos regir de la vanidad, monstruo tan poco escrupuloso, que vive contento en las lobreguezes, siendo solamente éco que resuena, afan de desperdicios, tarea de inutilidades, tela de Arachne, y finalmente, carencia de un todo.",negative,No
G00Q204[1].,"¿Què mayor locura, que sin embargo de ser yo un hombre docil, de buena pasta, y sin malicia, aseverar, que soy un satyrico, perverso, y mal humorado?",positive,No
G00Q204[2].,"¿Què mayor locura, que sin embargo de ser yo un hombre docil, de buena pasta, y sin malicia, aseverar, que soy un satyrico, perverso, y mal humorado?",neutral,Yes
G00Q204[3].,"¿Què mayor locura, que sin embargo de ser yo un hombre docil, de buena pasta, y sin malicia, aseverar, que soy un satyrico, perverso, y mal humorado?",negative,No
G00Q182[1].,"Todas las Señoras estabamos muy contentas con èl, quien se hacia pagar muy bien por su especial havilidad, y bello gusto: encargandole nosotras, que por ningun motivo vistiesse de aquella manera â ninguna Muger humilde, porque le hariamos dàr de palos, y desterràr de la tierra.",positive,No
G00Q182[2].,"Todas las Señoras estabamos muy contentas con èl, quien se hacia pagar muy bien por su especial havilidad, y bello gusto: encargandole nosotras, que por ningun motivo vistiesse de aquella manera â ninguna Muger humilde, porque le hariamos dàr de palos, y desterràr de la tierra.",neutral,Yes
G00Q182[3].,"Todas las Señoras estabamos muy contentas con èl, quien se hacia pagar muy bien por su especial havilidad, y bello gusto: encargandole nosotras, que por ningun motivo vistiesse de aquella manera â ninguna Muger humilde, porque le hariamos dàr de palos, y desterràr de la tierra.",negative,No
G00Q205[1].,"Se le presentaba siempre lleno el semblante de serenidad, y tan contenta como pudiera en medio de la abundancia y las riquezas.",positive,No
G00Q205[2].,"Se le presentaba siempre lleno el semblante de serenidad, y tan contenta como pudiera en medio de la abundancia y las riquezas.",neutral,Yes
G00Q205[3].,"Se le presentaba siempre lleno el semblante de serenidad, y tan contenta como pudiera en medio de la abundancia y las riquezas.",negative,No
G00Q187[1].,"Pero vease â uno de estos tenidos por infelices, que bien hallado con su suerte, vive apartado de la confussion de las Cortes, y Ciudad es",positive,No
